group_key,group_size,id,alloy,cycle1_holdingtemp_degc,cycle1_holdingtime_min,article_url,original_image,ai_cleaned_image,augumented_data,c,mn,si,cr,p,s,mo,cu,ni,al,nb,v,ti,ti_nb_v,b,ce_la,fe,pixel_size,heat_treatment_type,num_cycles,cycle0_rolling,cycle0_rtemp,cycle0_rpercentage,cycle1_hrate_degc_min,cycle1_crate_degc_s,cycle1_rolling,cycle1_rtemp,cycle1_rpercentage,cycle1_qtype,cycle1_qtemp,cycle1_qtime_min,cycle2_hrate_degc_min,cycle2_holdingtemp_degc,cycle2_holdingtime_min,cycle2_crate_degc_s,cycle2_rolling,cycle2_rtemp_degc,cycle2_rpercentage,cycle2_qtype,cycle2_qtemp_degc,cycle2_qtime_min,cycle3_hrate_degc_min,cycle3_holdingtemp_degc,cycle3_holdingtime_min,cycle3_crate_degc_s,cycle3_rolling,cycle3_rtemp,cycle3_rpercentage,cycle3_qtype,cycle3_qtemp,cycle3_qtime,cycle4_hrate_degc_min,cycle4_holdingtemp_degc,cycle4_holdingtime_min,cycle4_crate_degc_s,cycle4_rolling,cycle4_rtemp,cycle4_rpercentage,cycle4_qtype,cycle4_qtemp,cycle4_qtime
DP980 GA__770.0__20.0,5,6_65_sample_check_04_23_2026_4,DP980 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1D5v3sAbaSHh1V8cDqzSyLEVyUOyI27LC,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__20.0,5,6_65_sample_check_04_23_2026_3,DP980 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/10Bl5m0NZpgaY5ffi0Htna2wFz7uykpoK,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__20.0,5,6_65_sample_check_04_23_2026_2,DP980 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/14qs6aiR92H9yJmXOmzBv5m2Dx-E5HbKP,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__770.0__20.0,5,6_65_sample_check_04_23_2026_1,DP980 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/16SjmbGufu2qDZB356Nd8I3osPKaQLXVu,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__20.0,5,6_64_sample_check_04_23_2026_5,DP780 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1T33ih3Cbir0PbDCbHi5X9MZbh3aiOs3V,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__20.0,5,6_64_sample_check_04_23_2026_4,DP780 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1Otf61ys1RYg2LeUO1AVFRG00jl3SxYni,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__20.0,5,6_64_sample_check_04_23_2026_1,DP780 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1W4WIoiCxjW2014q5HrTyXMErj_woS2ZK,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__20.0,5,6_64_sample_check_04_23_2026_7,DP780 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1pf4UgEq7yqDfgJZ0oEOYtJc6uAHNPUV8,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__770.0__20.0,5,6_64_sample_check_04_23_2026_6,DP780 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1gcMKph0mJYqfosvx1-paH0ffvcCoUFhw,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_sample_check_04_23_2026_11,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1_93rD9duhRSiTh5AY0gwN3Tg3rdT0TId,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_sample_check_04_23_2026_10,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1Su84Sd5JIfY0X2_zudoRxgvfWPV_4a0n,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_sample_check_04_23_2026_9,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1MvtLbqim2Qn_fzwGr42cm8ClSXPI__Yd,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_sample_check_04_23_2026_8,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1v11jO-Q8yiVJUpaOs8zEu3ydgNQv9VX0,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_test1_04_22_2026_3,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1KDHDqMt0nBq0StMRTA-plw_JXfxKE5BZ,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_test1_04_22_2026_2,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/13JMeR3uHyNMiqovn9G5fcQOlq7dl6dcl,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__770.0__20.0,7,6_62_test1_04_22_2026_1,DP590 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1aDG-Ha-gw8E2N6K7UhdQq34Og4S_hmPf,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__20.0,5,6_63_sample_check_04_23_2026_5,DP1180 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1NDhRg3K3YcNnRDArYGNU57MR9mveqpmQ,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__20.0,5,6_63_sample_check_04_23_2026_4,DP1180 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1vy-Xpbrs9UQffdaTmZ2OApVv1hQfLRuA,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__20.0,5,6_63_sample_check_04_23_2026_3,DP1180 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1aXcTxtkVyk09rtXZ4oyUK1z_Wrwrca62,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__20.0,5,6_63_sample_check_04_23_2026_2,DP1180 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/14XRxDbOT6QPtw5xxmULD5NSt5oECYXBy,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__770.0__20.0,5,6_63_sample_check_04_23_2026_1,DP1180 GA,770.0,20.0,,,,https://drive.google.com/drive/folders/1uSp_07WPVVokw06AxwyAQAM593Ifnkn9,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__10.0,6,1_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP600 GI,740.0,10.0,,,,https://drive.google.com/drive/folders/1P6aaEbPPzJNAAxRuOWdLtHGgLmyt2iuh,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__10.0,6,1_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP600 GI,740.0,10.0,,,,https://drive.google.com/drive/folders/1m8mDpsK_XMG9qnEvjD972P64t5si2AfN,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__10.0,6,1_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP600 GI,740.0,10.0,,,,https://drive.google.com/drive/folders/1_2_AdqqD0PT_imbdVId1x4L0WxCQKQzG,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__10.0,6,1_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP600 GI,740.0,10.0,,,,https://drive.google.com/drive/folders/1xGX4boUjf_kpGhb5pNCBJS8K5YHeSjH0,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__10.0,6,1_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP600 GI,740.0,10.0,,,,https://drive.google.com/drive/folders/1qoUWQLy7Tep6nv7qCYmfousCmONgR4xn,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__10.0,6,1_9_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP600 GI,740.0,10.0,,,,https://drive.google.com/drive/folders/1U7GIIbaLbaNgReqJS7AJUTfDevo9Gmqp,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__10.0,6,1_5_15kv_bsd_full_87µm_6000x_sample_image_04_29_2026_0_10pa_6,DP980 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1gNIz1eSx1KiDiQr3TDQQ51o18JZJyszm,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__10.0,6,1_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP980 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1zQpGY4BHxG3A-WPjcWgnYD5tZqThv3un,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__10.0,6,1_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP980 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1R6XMFXkHw_JmW3WAAcCMhcHFjPFBBUc4,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__10.0,6,1_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP980 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1TZNKY6l03F4NQXaLpdqx0bvRdv-u2nSW,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__10.0,6,1_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_8,DP980 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1w1wWA3YnVj2rt56u3chPxzTbrbCZC2UV,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__10.0,6,1_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_7,DP980 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1Dps7IOFqb0eKscdsYWX1BLpaVI9M_IOl,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__10.0,6,1_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP1180 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1QtmrIjR7w2A1kmNshbWtTFISHxYTZp62,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__10.0,6,1_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP1180 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/11Kr1gCnQ0gXAx5xzi1V3uei9yshAO-1M,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__10.0,6,1_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP1180 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1-xHm_Gb4WNOQD14U25vvv1F9yFm9rYJ1,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__10.0,6,1_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_3,DP1180 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1yC3Klu_D_nRpNcbU2chplr9m6LpJNyd0,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__10.0,6,1_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP1180 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/18Z4RLTa80fYmCeFGqOjw8KU5badc6o1N,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__740.0__10.0,6,1_3_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_1,DP1180 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1KSeLYEkpwAFy_rVAGZFc4Pn4QkNJ2Kyv,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__10.0,6,1_4_15kv_bsd_full_87µm_6000x_sample_image_04_29_2026_0_10pa_6,DP780 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1CI3k6l_1EWWNXl8URi4iai4ZJmPKbeaj,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__10.0,6,1_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP780 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/16A8mrQ9aTzDN3XqMl3PeBFQmQ8yFuSx5,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__10.0,6,1_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP780 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1H5BG5L6dJlivfnjulMo_1S37mo86nw8E,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__10.0,6,1_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_9,DP780 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1X8sxkrAurlEgJSQBmhQnED1Fwgn2Zk8w,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__10.0,6,1_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_8,DP780 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1CSPYVeFJkYcCezPfBzV7KNELbfAJpEjZ,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__740.0__10.0,6,1_4_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_7,DP780 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1HbjEhfNhDMUxcPMqXSO31aRGal1NHYUC,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__10.0,6,1_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_6,DP590 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1fyqmVDSLtZUZQhpe-hsBaHXFiBUj1D2h,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__10.0,6,1_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_5,DP590 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1kAUVcwpmpDmLRAH_e08vDM1rk8Bp9-c2,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__10.0,6,1_2_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_4,DP590 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1toXxAsgS-Fnibw7wO2vQsvIj2w82Ylix,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__10.0,6,1_2_sample_image_04_29_2026_0_10pa_4,DP590 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1tuYVs4XVNkNQKMeieWVNL1YjX4eU1Pjy,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__10.0,6,1_2_sample_image_04_29_2026_0_10pa_3,DP590 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1MGuosdDT4jI6176iFBfsnNZKu0JYj_IN,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__740.0__10.0,6,1_2_sample_image_04_29_2026_0_10pa_2,DP590 GA,740.0,10.0,,,,https://drive.google.com/drive/folders/1ESJrsqCRgpt_9jIH3dxyBRWoIBLx5Vn1,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__30.0,6,11_9_sample_check_04_27_14_45_6,DP600 GI,740.0,30.0,,,,https://drive.google.com/drive/folders/1Z8Y2w3f9iHm1oStDw46qA0wxME4lCUuP,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__30.0,6,11_9_sample_check_04_27_14_44_5,DP600 GI,740.0,30.0,,,,https://drive.google.com/drive/folders/1SrlwBDexL0JVqPSkPQ931fnu9EYHfN9K,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__30.0,6,11_9_sample_check_04_27_14_42_10,DP600 GI,740.0,30.0,,,,https://drive.google.com/drive/folders/1QZ2DG2EEZ77AToIyU6giTK-KBKi4Vrug,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__30.0,6,11_9_sample_check_04_27_14_41_9,DP600 GI,740.0,30.0,,,,https://drive.google.com/drive/folders/1rNXCYXixerUX_XMZ5Db7suef28T1kt0w,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__30.0,6,11_9_sample_check_04_27_14_40_8,DP600 GI,740.0,30.0,,,,https://drive.google.com/drive/folders/1J_2mHnjVnTx2DV2gxc2Y2AYMweuUhwIW,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__30.0,6,11_9_sample_check_04_27_14_39_7,DP600 GI,740.0,30.0,,,,https://drive.google.com/drive/folders/1fP_95RR2vk4_UGBRBIJV4Yy_Rgm-Pj5M,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__30.0,7,11_5_sample_image_04_27_15_38_2,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1GVUodTvONuBzGex8NNhlagnroiEe-KXr,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__30.0,7,11_5_sample_image_04_27_15_37_1,DP980 GA,740.0,30.0,,,,https://drive.google.com/drive/folders/1JGjv1PVxHNJx26ylFyyYYXmnNVnkE6c8,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
